Unnamed: 0,Tag,SMILES,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,log(e/mol-1 dm3 cm-1),abs FWHM (cm-1),emi FWHM (cm-1),abs FWHM (nm),emi FWHM (nm),Molecular weight (g mol-1),Reference
19026,19027,O=Cc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,CO,583.0,609.5,2.73,0.44,5.045322979,,,,,476.2451,DOI: 10.1021/acs.joc.8b02933
19027,19028,COc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,CO,576.5,592.0,4.14,0.79,5.181843588,,,,,478.26098,DOI: 10.1021/acs.joc.8b02933
19028,19029,COc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,CCOC(C)=O,578.0,594.0,4.22,0.83,5.195899652,,,,,478.26098,DOI: 10.1021/acs.joc.8b02933
19029,19030,COc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,C1CCCCC1,583.5,593.5,4.1,0.88,5.301029996,,,,,478.26098,DOI: 10.1021/acs.joc.8b02933
19030,19031,F[B-]1(F)n2c(cc3c4ccccc4oc32)C(c2ccccc2)=C2C=c3c(oc4ccccc34)=[N+]21,CO,579.0,596.5,4.02,0.76,5.193124598,,,,,448.2351,DOI: 10.1021/acs.joc.8b02933
19031,19032,F[B-]1(F)n2c(cc3c4ccccc4oc32)C(c2ccccc2)=C2C=c3c(oc4ccccc34)=[N+]21,CCOC(C)=O,581.0,596.5,4.1,0.82,5.093421685,,,,,448.2351,DOI: 10.1021/acs.joc.8b02933
19032,19033,F[B-]1(F)n2c(cc3c4ccccc4oc32)C(c2ccccc2)=C2C=c3c(oc4ccccc34)=[N+]21,C1CCCCC1,586.0,597.5,3.99,0.84,5.193124598,,,,,448.2351,DOI: 10.1021/acs.joc.8b02933
19033,19034,Cc1ccccc1C1=C2C=c3c(oc4ccc(F)cc34)=[N+]2[B-](F)(F)n2c1cc1c3cc(F)ccc3oc12,CO,574.5,587.5,4.3,0.89,5.089905111,,,,,498.2421,DOI: 10.1021/acs.joc.8b02933
19034,19035,Cc1ccccc1C1=C2C=c3c(oc4ccc(F)cc34)=[N+]2[B-](F)(F)n2c1cc1c3cc(F)ccc3oc12,CCOC(C)=O,576.5,587.5,4.22,0.93,5.103803721,,,,,498.2421,DOI: 10.1021/acs.joc.8b02933
19035,19036,Cc1ccccc1C1=C2C=c3c(oc4ccc(F)cc34)=[N+]2[B-](F)(F)n2c1cc1c3cc(F)ccc3oc12,C1CCCCC1,581.5,590.0,4.02,0.95,5.238046103,,,,,498.2421,DOI: 10.1021/acs.joc.8b02933
19036,19037,CCCCCCOc1ccc2oc3c(c2c1)=CC1=C(c2ccccc2C)c2cc4c5cc(OCCCCCC)ccc5oc4n2[B-](F)(F)[N+]=31,CO,585.0,603.0,1.67,0.29,5.181843588,,,,,662.58254,DOI: 10.1021/acs.joc.8b02933
19037,19038,CCCCCCOc1ccc2oc3c(c2c1)=CC1=C(c2ccccc2C)c2cc4c5cc(OCCCCCC)ccc5oc4n2[B-](F)(F)[N+]=31,CCOC(C)=O,587.0,602.5,3.81,0.73,5.195899652,,,,,662.58254,DOI: 10.1021/acs.joc.8b02933
19038,19039,CCCCCCOc1ccc2oc3c(c2c1)=CC1=C(c2ccccc2C)c2cc4c5cc(OCCCCCC)ccc5oc4n2[B-](F)(F)[N+]=31,C1CCCCC1,592.0,603.0,4.12,0.96,5.278753601,,,,,662.58254,DOI: 10.1021/acs.joc.8b02933
19039,19040,Cc1ccccc1C1=C2C=c3c(oc4ccc(C(C)(C)C)cc34)=[N+]2[B-](F)(F)n2c1cc1c3cc(C(C)(C)C)ccc3oc12,CO,586.0,600.5,4.21,0.86,5.220108088,,,,,574.47702,DOI: 10.1021/acs.joc.8b02933
19040,19041,Cc1ccccc1C1=C2C=c3c(oc4ccc(C(C)(C)C)cc34)=[N+]2[B-](F)(F)n2c1cc1c3cc(C(C)(C)C)ccc3oc12,CCOC(C)=O,587.5,602.0,4.28,0.93,5.257678575,,,,,574.47702,DOI: 10.1021/acs.joc.8b02933
19041,19042,Cc1ccccc1C1=C2C=c3c(oc4ccc(C(C)(C)C)cc34)=[N+]2[B-](F)(F)n2c1cc1c3cc(C(C)(C)C)ccc3oc12,C1CCCCC1,591.5,602.0,4.11,0.89,5.365487985,,,,,574.47702,DOI: 10.1021/acs.joc.8b02933
19042,19043,Cc1ccccc1C1=C2C=c3c(oc4c3ccc3ccccc34)=[N+]2[B-](F)(F)n2c1cc1c3ccc4ccccc4c3oc12,CO,605.5,625.0,3.17,0.48,4.963787827,,,,,562.38174,DOI: 10.1021/acs.joc.8b02933
19043,19044,Cc1ccccc1C1=C2C=c3c(oc4c3ccc3ccccc34)=[N+]2[B-](F)(F)n2c1cc1c3ccc4ccccc4c3oc12,CCOC(C)=O,607.0,626.5,4.06,0.69,5.0,,,,,562.38174,DOI: 10.1021/acs.joc.8b02933
19044,19045,Cc1ccccc1C1=C2C=c3c(oc4c3ccc3ccccc34)=[N+]2[B-](F)(F)n2c1cc1c3ccc4ccccc4c3oc12,C1CCCCC1,613.0,625.0,4.31,0.81,5.11058971,,,,,562.38174,DOI: 10.1021/acs.joc.8b02933
19045,19046,COC(=O)[C@H](Cc1ccc2oc3c(c2c1)=CC1=C(c2ccc(OC)cc2)c2cc4c5cc(C[C@H](NC(=O)OC(C)(C)C)C(=O)OC)ccc5oc4n2[B-](F)(F)[N+]=31)NC(=O)OC(C)(C)C,CO,580.0,595.0,4.01,0.82,5.170261715,,,,,880.70318,DOI: 10.1021/acs.joc.8b02933
19046,19047,COC(=O)[C@H](Cc1ccc2oc3c(c2c1)=CC1=C(c2ccc(OC)cc2)c2cc4c5cc(C[C@H](NC(=O)OC(C)(C)C)C(=O)OC)ccc5oc4n2[B-](F)(F)[N+]=31)NC(=O)OC(C)(C)C,CCOC(C)=O,581.5,597.0,4.06,0.86,5.173186268,,,,,880.70318,DOI: 10.1021/acs.joc.8b02933
19047,19048,COC(=O)[C@H](Cc1ccc2oc3c(c2c1)=CC1=C(c2ccc(OC)cc2)c2cc4c5cc(C[C@H](NC(=O)OC(C)(C)C)C(=O)OC)ccc5oc4n2[B-](F)(F)[N+]=31)NC(=O)OC(C)(C)C,C1CCCCC1,586.5,596.5,3.94,0.81,5.255272505,,,,,880.70318,DOI: 10.1021/acs.joc.8b02933
19048,19049,COc1ccc(C2=C3C=c4c(oc5cc6c(cc45)[C@H]4CC[C@]5(C)C(=O)CC[C@H]5[C@@H]4CC6)=[N+]3[B-](F)(F)n3c2cc2c4cc5c(cc4oc23)CC[C@@H]2[C@@H]5CC[C@]3(C)C(=O)CC[C@@H]23)cc1,CO,595.5,613.5,3.71,0.52,5.181843588,,,,,830.77706,DOI: 10.1021/acs.joc.8b02933
19049,19050,COc1ccc(C2=C3C=c4c(oc5cc6c(cc45)[C@H]4CC[C@]5(C)C(=O)CC[C@H]5[C@@H]4CC6)=[N+]3[B-](F)(F)n3c2cc2c4cc5c(cc4oc23)CC[C@@H]2[C@@H]5CC[C@]3(C)C(=O)CC[C@@H]23)cc1,CCOC(C)=O,596.5,615.0,3.94,0.61,5.190331698,,,,,830.77706,DOI: 10.1021/acs.joc.8b02933
19050,19051,COc1ccc(C2=C3C=c4c(oc5cc6c(cc45)[C@H]4CC[C@]5(C)C(=O)CC[C@H]5[C@@H]4CC6)=[N+]3[B-](F)(F)n3c2cc2c4cc5c(cc4oc23)CC[C@@H]2[C@@H]5CC[C@]3(C)C(=O)CC[C@@H]23)cc1,CCOCC,596.5,611.5,4.04,0.88,5.252853031,,,,,830.77706,DOI: 10.1021/acs.joc.8b02933
19051,19052,O=c1oc2ccccc2c2c1c(=O)oc1cc(O)ccc12,ClCCl,374.0,455.0,,0.18,4.227886705,,,,,280.23452,DOI: 10.1021/jo501565r
19052,19053,O=c1oc2ccccc2c2c1c(=O)oc1cc(O)ccc12,CS(C)=O,376.0,,,,3.77815125,,,,,280.23452,DOI: 10.1021/jo501565r
19053,19054,O=c1oc2ccccc2c2c1c(=O)oc1cc(O)cc(O)c12,ClCCl,385.0,511.0,,0.1,4.068185862,,,,,296.23352,DOI: 10.1021/jo501565r
19054,19055,O=c1oc2ccccc2c2c1c(=O)oc1cc(O)cc(O)c12,CS(C)=O,388.0,,,,4.071882007,,,,,296.23352,DOI: 10.1021/jo501565r
19055,19056,O=c1oc2ccccc2c2c1c(=O)oc1cc(O)c3ccccc3c12,ClCCl,442.0,529.0,,0.16,4.056904851,,,,,330.2944,DOI: 10.1021/jo501565r
19056,19057,O=c1oc2ccccc2c2c1c(=O)oc1cc(O)c3ccccc3c12,CS(C)=O,441.0,,,,4.053078443,,,,,330.2944,DOI: 10.1021/jo501565r
19057,19058,O=c1oc2ccccc2c2c1c(=O)oc1c3ccccc3cc(O)c12,ClCCl,447.0,533.0,,0.29,4.053078443,,,,,330.2944,DOI: 10.1021/jo501565r
19058,19059,O=c1oc2ccccc2c2c1c(=O)oc1c3ccccc3cc(O)c12,CS(C)=O,480.0,,,,4.033423755,,,,,330.2944,DOI: 10.1021/jo501565r
19059,19060,O=c1oc2ccccc2c2c1c(=O)oc1ccc3ccc(O)cc3c12,ClCCl,428.0,517.0,,0.22,3.897627091,,,,,330.2944,DOI: 10.1021/jo501565r
19060,19061,O=c1oc2ccccc2c2c1c(=O)oc1ccc3ccc(O)cc3c12,CS(C)=O,428.0,506.0,,0.02,3.84509804,,,,,330.2944,DOI: 10.1021/jo501565r
19061,19062,Nc1ccc2c(c1)oc(=O)c1c(=O)oc3ccccc3c12,ClCCl,411.0,498.0,,0.96,4.301029996,,,,,279.25046,DOI: 10.1021/jo501565r
19062,19063,Nc1ccc2c(c1)oc(=O)c1c(=O)oc3ccccc3c12,CS(C)=O,438.0,534.0,,0.68,4.235528447,,,,,279.25046,DOI: 10.1021/jo501565r
19063,19064,CCNc1cc2oc(=O)c3c(=O)oc4ccccc4c3c2cc1C,ClCCl,441.0,509.0,,0.84,4.434568904,,,,,321.3311,DOI: 10.1021/jo501565r
19064,19065,CCNc1cc2oc(=O)c3c(=O)oc4ccccc4c3c2cc1C,CS(C)=O,454.0,552.0,,0.27,4.437750563,,,,,321.3311,DOI: 10.1021/jo501565r
19065,19066,CCCCCCCCCCCCN(CCCCCCCCCCCC)c1ccc2c(c1)oc(=O)c1c(=O)oc3ccccc3c12,ClCCl,463.0,528.0,,0.94,4.481442629,,,,,615.89558,DOI: 10.1021/jo501565r
19066,19067,CCCCCCCCCCCCN(CCCCCCCCCCCC)c1ccc2c(c1)oc(=O)c1c(=O)oc3ccccc3c12,CS(C)=O,464.0,562.0,,0.02,4.494154594,,,,,615.89558,DOI: 10.1021/jo501565r
19067,19068,COc1cccc2c1oc(=O)c1c(=O)oc3cc(O)ccc3c12,ClCCl,365.0,438.0,,0.004,3.77815125,,,,,310.2604,DOI: 10.1021/jo501565r
19068,19069,COc1cccc2c1oc(=O)c1c(=O)oc3cc(O)ccc3c12,CS(C)=O,378.0,,,,4.100370545,,,,,310.2604,DOI: 10.1021/jo501565r
19069,19070,CCN(CC)c1ccc2c(c1)oc(=O)c1c(=O)oc3c(OC)cccc3c12,ClCCl,458.0,530.0,,0.91,4.509202522,,,,,365.38386,DOI: 10.1021/jo501565r
19070,19071,CCN(CC)c1ccc2c(c1)oc(=O)c1c(=O)oc3c(OC)cccc3c12,CS(C)=O,462.0,572.0,,0.27,4.46834733,,,,,365.38386,DOI: 10.1021/jo501565r
19071,19072,CCN(CC)c1ccc2c(c1)oc(=O)c1c(=O)oc3cc([N+](=O)[O-])ccc3c12,ClCCl,494.0,,,,4.346352974,,,,,380.35504,DOI: 10.1021/jo501565r
19072,19073,CCN(CC)c1ccc2c(c1)oc(=O)c1c(=O)oc3cc([N+](=O)[O-])ccc3c12,CS(C)=O,498.0,,,,4.278753601,,,,,380.35504,DOI: 10.1021/jo501565r
19073,19074,CCN(CC)c1ccc2c(c1)oc(=O)c1c(=O)oc3cc(Br)ccc3c12,ClCCl,466.0,540.0,,0.9,4.492760389,,,,,414.25404,DOI: 10.1021/jo501565r
19074,19075,CCN(CC)c1ccc2c(c1)oc(=O)c1c(=O)oc3cc(Br)ccc3c12,CS(C)=O,469.0,572.0,,0.25,4.460897843,,,,,414.25404,DOI: 10.1021/jo501565r
19075,19076,CC(C)(C)OC(=O)COc1ccc2c(c1)oc(=O)c1c(=O)oc3ccccc3c12,ClCCl,365.0,440.0,,0.008,4.252853031,,,,,394.37792,DOI: 10.1021/jo501565r
19076,19077,CC(C)(C)OC(=O)COc1ccc2c(c1)oc(=O)c1c(=O)oc3ccccc3c12,CS(C)=O,366.0,449.0,,0.31,4.247973266,,,,,394.37792,DOI: 10.1021/jo501565r
19077,19078,CCN(CC)c1ccc2c(c1)oc(=O)c1c(=O)oc3cc(C#Cc4ccc(N(C)C)cc4)ccc3c12,ClCCl,459.0,691.0,,0.04,4.700703717,,,,,478.54644,DOI: 10.1021/jo501565r
19078,19079,CCN(CC)c1ccc2c(c1)oc(=O)c1c(=O)oc3cc(C#Cc4ccc(N(C)C)cc4)ccc3c12,CS(C)=O,468.0,,,,4.646403726,,,,,478.54644,DOI: 10.1021/jo501565r
19079,19080,CCN(CC)c1ccc2c(c1)oc(=O)c1c(=O)oc3cc(C#Cc4ccc(C#N)cc4)ccc3c12,ClCCl,476.0,572.0,,0.69,4.414973348,,,,,460.4878,DOI: 10.1021/jo501565r
19080,19081,CCN(CC)c1ccc2c(c1)oc(=O)c1c(=O)oc3cc(C#Cc4ccc(C#N)cc4)ccc3c12,CS(C)=O,481.0,625.0,,0.1,4.383815366,,,,,460.4878,DOI: 10.1021/jo501565r
19081,19082,CCN(CC)c1ccc2c(c1)oc(=O)c1c(=O)oc3c(C)c4oc(=O)c5c(=O)oc6cc(N(CC)CC)ccc6c5c4cc3c12,ClCCl,458.0,542.0,,0.67,4.761927838,,,,,606.6292,DOI: 10.1021/jo501565r
19082,19083,CCN(CC)c1ccc2c(c1)oc(=O)c1c(=O)oc3c(C)c4oc(=O)c5c(=O)oc6cc(N(CC)CC)ccc6c5c4cc3c12,CS(C)=O,463.0,558.0,,0.002,4.733999287,,,,,606.6292,DOI: 10.1021/jo501565r
19083,19084,Oc1cc2ccccc2cc1C1(O)C2CC3CC(C2)CC1C3,CC#N,,,5.22,0.23,,,,,,294.39268,DOI: 10.1021/jo3002479
19084,19085,Oc1ccc2cc(C3(O)C4CC5CC(C4)CC3C5)ccc2c1,CC#N,,,8.14,0.3,,,,,,294.39268,DOI: 10.1021/jo3002479
19085,19086,[NH3+]C1(c2ccc3cc(O)ccc3c2)C2CC3CC(C2)CC1C3,CC#N,,,10.304,0.3,,,,,,294.41656,DOI: 10.1021/jo3002479
19086,19087,Oc1ccc2ccc(C3(O)C4CC5CC(C4)CC3C5)cc2c1,CC#N,,,7.78,0.3,,,,,,294.39268,DOI: 10.1021/jo3002479
19087,19088,Oc1cccc2c(C3(O)C4CC5CC(C4)CC3C5)cccc12,CC#N,,,4.46,0.33,,,,,,294.39268,DOI: 10.1021/jo3002479
19088,19089,CC[N+](CC)=c1ccc2c(-c3ccccc3C(=O)O)c3oc4cc(N)ccc4c3oc-2c1,ClCCl,581.0,617.0,,0.726,4.64738297,,,,,427.47862,DOI: 10.1021/acs.joc.5b00077
19089,19090,CC[N+](CC)=c1ccc2c(-c3ccccc3C(=O)O)c3oc4cc(N)ccc4c3oc-2c1,CCO,572.0,622.0,,0.778,5.054613055,,,,,427.47862,DOI: 10.1021/acs.joc.5b00077
19090,19091,CC[N+](CC)=c1ccc2c(-c3ccccc3C(=O)O)c3oc4cc(N)ccc4c3oc-2c1,O,581.0,634.0,,0.126,4.853698212,,,,,427.47862,DOI: 10.1021/acs.joc.5b00077
19091,19092,CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1oc1cc(N)ccc12,ClCCl,587.0,627.0,,0.732,4.870403905,,,,,455.53238,DOI: 10.1021/acs.joc.5b00077
19092,19093,CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1oc1cc(N)ccc12,CCO,590.0,640.0,,0.501,5.124504225,,,,,455.53238,DOI: 10.1021/acs.joc.5b00077
19093,19094,CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1oc1cc(N)ccc12,O,588.0,645.0,,0.088,4.938519725,,,,,455.53238,DOI: 10.1021/acs.joc.5b00077
19094,19095,CC[N+](CC)=c1ccc2cc3oc4cc(N)ccc4c3oc-2c1,ClCCl,597.0,623.0,,0.717,4.951337519,,,,,307.37186,DOI: 10.1021/acs.joc.5b00077
19095,19096,CC[N+](CC)=c1ccc2cc3oc4cc(N)ccc4c3oc-2c1,CCO,588.0,629.0,,0.584,4.896526217,,,,,307.37186,DOI: 10.1021/acs.joc.5b00077
19096,19097,CC[N+](CC)=c1ccc2cc3oc4cc(N)ccc4c3oc-2c1,O,583.0,627.0,,0.152,4.974971994,,,,,307.37186,DOI: 10.1021/acs.joc.5b00077
19097,19098,CC[N+](CC)=c1ccc2c(C(F)(F)F)c3oc4cc(N)ccc4c3oc-2c1,ClCCl,658.0,695.0,,0.157,4.967898827,,,,,375.36892,DOI: 10.1021/acs.joc.5b00077
19098,19099,CC[N+](CC)=c1ccc2c(C(F)(F)F)c3oc4cc(N)ccc4c3oc-2c1,CCO,640.0,706.0,,0.064,4.142389466,,,,,375.36892,DOI: 10.1021/acs.joc.5b00077
19099,19100,CC[N+](CC)=c1ccc2c(C(F)(F)F)c3oc4cc(N)ccc4c3oc-2c1,O,640.0,707.0,,0.014,4.564073979,,,,,375.36892,DOI: 10.1021/acs.joc.5b00077
19100,19101,F[B-]1(F)n2c(Cl)c(Cl)c(Br)c2C(Cl)=C2C(Br)=C(Cl)C(Cl)=[N+]21,ClCCl,546.0,560.0,,0.18,4.87,,,,,521.993,DOI: 10.1021/acs.joc.6b02981
19101,19102,F[B-]1(F)n2c(Cl)c(Cl)c(Br)c2C(Oc2ccccc2)=C2C(Br)=C(Cl)C(Cl)=[N+]21,ClCCl,532.0,541.0,,0.05,4.69,,,,,579.6447,DOI: 10.1021/acs.joc.6b02981
19102,19103,F[B-]1(F)n2c(Oc3ccccc3)c(Cl)c(Br)c2C(Oc2ccccc2)=C2C(Br)=C(Cl)C(Oc3ccccc3)=[N+]21,ClCCl,533.0,544.0,,0.68,5.1,,,,,694.9481,DOI: 10.1021/acs.joc.6b02981
19103,19104,F[B-]1(F)n2c(Oc3ccccc3)c(Cl)c3c2C(=C2C(Br)=C(Cl)C(Oc4ccccc4)=[N+]21)Oc1ccccc1-3,ClCCl,472.0,492.0,,0.99,4.48,,,,,614.03616,DOI: 10.1021/acs.joc.6b02981
19104,19105,CC1(C)C(/C=C/C2=C(c3ccc(C(=O)O)cc3)/C(=C/C=C3/N(CCCS(=O)(=O)[O-])c4ccc5ccccc5c4C3(C)C)CCC2)=[N+](CCCS(=O)(=O)[O-])c2ccc3ccccc3c21,CO,800.0,811.0,,0.088,5.380211242,,,,,884.10394,DOI: 10.1021/jo061284u
19107,19108,CCOC(=O)c1cc2ccc3ccccc3c2c(C#N)c1N,Cc1ccccc1,435.0,461.0,,,4.0,,,,,290.32116,DOI: 10.1021/acs.joc.9b0299
19108,19109,CCCCCCCCOC(=O)c1cc2ccc3ccccc3c2c(C#N)c1N,Cc1ccccc1,435.0,467.0,,,4.51851394,,,,,374.48244,DOI: 10.1021/acs.joc.9b0299
19109,19110,CCOC(=O)c1cc2ccc3ccccc3c2c(C(=O)OCC)c1N,Cc1ccccc1,427.0,488.0,,,4.278753601,,,,,337.37386,DOI: 10.1021/acs.joc.9b0299
19110,19111,CC(C)[Si](C#Cc1ccc(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3cc4c(cc3nc12)[C@H]1c2ccccc2[C@@H]4c2ccccc21)(C(C)C)C(C)C,CCCCCC,435.0,455.0,3.1,0.02,,,,,49.7,717.15864,DOI: 10.1021/jo502564w
19111,19112,CC(C)[Si](C#Cc1ccc(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3ccccc3nc12)(C(C)C)C(C)C,CCCCCC,440.0,463.0,,,,,,,55.3,540.94112,DOI: 10.1021/jo502564w
19112,19113,CC(C)[Si](C#Cc1c2ccccc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3cc4c(cc3nc12)C1c2ccccc2C4c2ccccc21)(C(C)C)C(C)C,CCCCCC,558.0,568.0,13.3,0.57,,,,,24.3,767.21852,DOI: 10.1021/jo502564w
19114,19115,CC(C)[Si](C#Cc1c2cc3ccccc3cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3cc4c(cc3nc12)C1c2ccccc2C4c2ccccc21)(C(C)C)C(C)C,CCCCCC,675.0,682.0,15.6,0.45,,,,,23.0,817.2784,DOI: 10.1021/jo502564w
19116,19117,CC(C)[Si](C#Cc1ccc(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3cc4c(cc3nc12)[C@H]1c2ccccc2[C@@H]4c2ccccc21)(C(C)C)C(C)C,ClCCl,435.0,473.0,3.4,0.02,,,,,,717.15864,DOI: 10.1021/jo502564w
19117,19118,CC(C)[Si](C#Cc1ccc(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3ccccc3nc12)(C(C)C)C(C)C,ClCCl,439.0,492.0,0.37,0.02,,,,,,540.94112,DOI: 10.1021/jo502564w
19118,19119,CC(C)[Si](C#Cc1c2ccccc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3cc4c(cc3nc12)C1c2ccccc2C4c2ccccc21)(C(C)C)C(C)C,ClCCl,562.0,593.0,18.3,0.76,,,,,,767.21852,DOI: 10.1021/jo502564w
19119,19120,CC(C)[Si](C#Cc1c2ccccc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3ccccc3nc12)(C(C)C)C(C)C,ClCCl,570.0,609.0,,,,,,,,591.001,DOI: 10.1021/jo502564w
19120,19121,CC(C)[Si](C#Cc1c2cc3ccccc3cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3cc4c(cc3nc12)C1c2ccccc2C4c2ccccc21)(C(C)C)C(C)C,ClCCl,683.0,718.0,7.8,0.11,,,,,,817.2784,DOI: 10.1021/jo502564w
19121,19122,CC(C)[Si](C#Cc1c2cc3ccccc3cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3ccccc3nc12)(C(C)C)C(C)C,ClCCl,697.0,738.0,,,,,,,,641.06088,DOI: 10.1021/jo502564w
19123,19124,Cc1c(C(=O)c2ccccc2)c2ccc3cccc4c5cccc6ccc1c(c65)c2c34,ClCCl,391.0,478.0,2.3661,0.02,,,,,,394.47192,DOI: 10.1021/acs.joc.8b02280
19124,19125,Cc1c(C(=O)c2ccc(C(F)(F)F)cc2)c2ccc3cccc4c5cccc6ccc1c(c65)c2c34,ClCCl,370.0,545.0,1.3947,,,,,,,462.46898,DOI: 10.1021/acs.joc.8b02280
19125,19126,Cc1c(C(=O)c2ccccc2Cl)c2ccc3cccc4c5cccc6ccc1c(c65)c2c34,ClCCl,390.0,482.0,1.089,,,,,,,428.91698,DOI: 10.1021/acs.joc.8b02280
19126,19127,Cc1ccc(C(=O)c2c(C)c3ccc4cccc5c6cccc7ccc2c(c76)c3c45)cc1,ClCCl,391.0,450.0,3.6,0.039,,,,,,408.4988,DOI: 10.1021/acs.joc.8b02280
19127,19128,COc1ccc(C(=O)c2c(C)c3ccc4cccc5c6cccc7ccc2c(c76)c3c45)cc1,ClCCl,391.0,443.0,5.6,0.018,,,,,,424.4978,DOI: 10.1021/acs.joc.8b02280
19128,19129,COc1cc(C(=O)c2c(C)c3ccc4cccc5c6cccc7ccc2c(c76)c3c45)cc(OC)c1OC,ClCCl,391.0,456.0,1.3511,,,,,,,484.54956,DOI: 10.1021/acs.joc.8b02280
19129,19130,Cc1c(C(=O)c2c(F)cc(F)cc2F)c2ccc3cccc4c5cccc6ccc1c(c65)c2c34,ClCCl,390.0,499.0,,,,,,,,448.4421,DOI: 10.1021/acs.joc.8b02280
19130,19131,Cc1c(C(=O)c2ccc3c4cccc5cccc(c6cccc2c63)c54)c2ccc3cccc4c5cccc6ccc1c(c65)c2c34,ClCCl,468.0,527.0,1.104,0.069,,,,,,568.67356,DOI: 10.1021/acs.joc.8b02280
19131,19132,Cc1c(C(=O)c2ccc3ccc4cccc5ccc2c3c45)c2ccc3cccc4c5cccc6ccc1c(c65)c2c34,ClCCl,391.0,551.0,,,,,,,,518.61368,DOI: 10.1021/acs.joc.8b02280
19132,19133,CCCc1c(C(=O)c2ccc3c4c(cccc24)-c2cccc4c2C3CC=C4)c2ccc3cccc4c5cccc6ccc1c(c65)c2c34,ClCCl,468.0,526.0,1.0432,0.058,,,,,,598.7432,DOI: 10.1021/acs.joc.8b02280
19133,19134,CCCCCc1c(C(=O)c2ccc3c4c(cccc24)-c2cccc4c2C3CC=C4)c2ccc3cccc4c5cccc6ccc1c(c65)c2c34,ClCCl,470.0,525.0,1.0896,0.082,,,,,,626.79696,DOI: 10.1021/acs.joc.8b02280
19134,19135,O=C(c1ccc2c3c(cccc13)-c1cccc3c1C2CC=C3)c1c(Cc2ccccc2)c2ccc3cccc4c5cccc6ccc1c(c65)c2c34,ClCCl,467.0,528.0,1.6495,0.15,,,,,,646.7872,DOI: 10.1021/acs.joc.8b02280
19135,19136,O=C(c1ccc2c3c(cccc13)-c1cccc3c1C2CC=C3)c1c(CCc2ccccc2)c2ccc3cccc4c5cccc6ccc1c(c65)c2c34,ClCCl,470.0,527.0,1.3504,0.17,,,,,,660.81408,DOI: 10.1021/acs.joc.8b02280
19149,19150,COc1ccc(C2=[N+]3C(=Nc4c(-c5cc(OC)c(OC)c(OC)c5)cc(-c5ccc(OC)cc5)n4[B-]3(F)F)C(c3cc(OC)c(OC)c(OC)c3)=C2)cc1,Cc1ccccc1,698.0,724.0,,0.24,4.963315511,,,,,737.56172,DOI: 10.1021/acs.joc.7b01803
19150,19151,COc1ccc(C2=[N+]3C(=Nc4c(-c5cc(OC)c(OC)c(OC)c5)c(Br)c(-c5ccc(OC)cc5)n4[B-]3(F)F)C(c3cc(OC)c(OC)c(OC)c3)=C2Br)cc1,Cc1ccccc1,689.0,723.0,,0.002,4.861534411,,,,,895.35384,DOI: 10.1021/acs.joc.7b01803
19151,19152,COc1ccc(C2=[N+]3C(=Nc4c(-c5cc(OC)c(OC)c(OC)c5)c(-c5ccc(C(C)(C)C)cc5)c(-c5ccc(OC)cc5)n4[B-]3(F)F)C(c3cc(OC)c(OC)c(OC)c3)=C2c2ccc(C(C)(C)C)cc2)cc1,Cc1ccccc1,694.0,726.0,,0.04,4.900367129,,,,,1001.97228,DOI: 10.1021/acs.joc.7b01803
19152,19153,COc1ccc(C2=[N+]3C(=Nc4c(-c5cc(OC)c(OC)c(OC)c5Br)c(-c5ccc(C(C)(C)C)cc5)c(-c5ccc(OC)cc5)n4[B-]3(F)F)C(c3cc(OC)c(OC)c(OC)c3Br)=C2c2ccc(C(C)(C)C)cc2)cc1,Cc1ccccc1,706.0,740.0,,0.08,4.818225894,,,,,1159.7644,DOI: 10.1021/acs.joc.7b01803
